message,strength_position.x,conciliatory_tone.x,argument_count.x,condition,party_parta,att_check_parta,pre_manip_gun_views,persuasiveness,affect,empathy,outgroup_aff,attitude_change,gun_views_change,party_partb,gender,race,pol_id,edu,party_strength,convincing_1,convincing_2,aff_participant_1,aff_participant_2,emp_1,emp_2,att_check_partb,cond,message_id,ID,age_centered,strength_position.y,conciliatory_tone.y,argument_count.y,strength_position,conciliatory_tone,argument_count,persuasion
"A society can change for the worse in merely a few years. Some people might argue that this is happening in the United States today. However, there is a dissonance happening that the same people who want to disarm the people also want to defund the police.

One of the most organic and factual counterarguments to Democrats supporting stricter gun laws is also happening now. Firearm sales has reached historic highs with many liberal and Democrats purchasing weapons for the first time and already encountering, depending on state, a myriad of laws that are making it harder than they initially believed.

Finally, to support the notion at how quickly things can go downhill and a government could become a tyrannical force is to use the modern example of Venezuela. Within a decade they went from being a wealthy, independent nation to now being in utter ruin. One of the early changes made was they prohibited their citizens from owning firearms and very shortly after that the government knew it could dominate its people with little reprecussion or resistance.",3,1,3,Low Utility,Republican,correct,1,7,10,5,1,1,1,Democrat,1,1,1,3,2,10,10,10,10,5,5,correct,0,596,619b1d70,-11.08555133079848,3,2,3,3,1.5,3,7
"Stricter gun laws allows responsible gun owners the chance to enjoy their weapons more freely. While it seems restricting, what it is doing is weeding out people who should not have access to guns - not removing your right to own them.

Guns should not be allowed to those with a criminal history or a history of intense mental illness. By restricting access to those who have a history of harm or may do harm to others, we can worry less about people who are more than willing to be responsible about their firearms. 

The best way for everyone to have access to guns is to ensure everyone has them safely - including classes and ensuring that folks are willing to be responsible enough to handle them safely. Safer guns would mean a better society for everyone without having to get rid of them entirely.",3,3,3,Low Utility,Democrat,correct,2,24.666666666666668,14.5,47.5,1,1,1,Republican,1,1,6,3,3,41,32,9,20,31,64,correct,0,597,7d62266d,8.91444866920152,3,2,3,3,2.5,3,24.666666666666668
"I personally don't have a gun and I don't want guns in my home. However, I believe that people should have the freedom to make their own decisions regarding this issue. People should have the right to own a gun for their own protection.

Guns in the hands of the right people can save many lives. That is a fact that has been proven many times. By making the laws more strict, you are taking people's freedom away.",2,2,2,High Utility,Republican,correct,1,37.333333333333336,61,67.5,4,3,4.25,Democrat,0,1,4,3,3,54,55,62,60,63,72,correct,1,598,4b60a8aa,0.9144486692015192,2,2,2,2,2,2,37.333333333333336
"There should be less strict gun laws because it is a right guaranteed by our constitution.  Guns is a dangerous weapon because its use can kill people.  However, statistics show that homicide rates are higher in regions or cities that has a higher democratic majority.  These places include Chicago, Los Angeles, Detroit, and others.  This is due to the fact that there are more criminals living in that area that get guns illegally and they use it on law abiding citizens who can't or is very hard to get a gun legally to defend themselves.  By having stricter gun laws, law abiding citizens can't defend themselves against criminals who will get guns in anyway they can.",3,1,3,High Utility,Republican,correct,1,5.333333333333333,12.5,10,1,1,1,Democrat,0,1,1,4,3,10,5,15,10,5,15,correct,1,599,8f33adfa,-10.08555133079848,3,1,2,3,1,2.5,5.333333333333333
"I argue that guns should have stricter laws surrounding who is allowed to own them. This is primarily because there is no harm in doing so for legitimate gun owners. All stricter gun laws are trying to do, is prevent the spread of guns to those who wish to cause harm to others. 

The primary concern from those wishing to prevent gun laws from becoming more strict is the insistence that this is an attempt to steal guns from hard-working, law-abiding, gun owning Americans. This cannot be further from the truth. The second promises Americans the right to own and carry their own weaponry, and there is no attempt on behalf of those who want to make these laws more strict, to prevent that. 

The primary benefit from allowing gun laws to become more strict is the restricting access to guns to those who wish to cause harm or break our nation's laws. A very small minority of people who want to use guns are choosing to do so for illegal reasons. If we make it more difficult to get access to these guns legitimately, we can prevent violent crimes with guns from being committed.",3,1,3,Low Utility,Democrat,correct,2,24,64,61,1,2,1.75,Republican,0,1,5,2,2,37,33,62,66,60,62,correct,0,600,22ed55ec,-5.085551330798481,3,1,2,3,1,2.5,24
"Any argument for gun laws, whether more or less strict, begins and must begin with the Second Amendment.  The right to keep and bear arms is a prerequisite for any well-regulated militia.  However, you might argue that the notion of a militia is somewhat antiquated, and has been co-opted by factions of the far-right, or alt-right, in which case arguing the need for a militia would be counterproductive.

You might look at the gun violence in this country and quite sensibly seek to regulate firearms, but the regulation of firearms is not so easy a matter.  First, there is the matter of the Second Amendment--the right to keep and bear arms shall not be infringed.  Second, regulating firearms would disproportionately affect law-abiding gun owners.  After all, criminals, by definition, eschew the law and would ignore any new law you might propose.  Third, when civil unrest arises, as it has in recent days, even those who might never have considered gun ownership are looking to buy a gun or two to defend themselves, only to find that the very laws they have supported are hindering their ability to do so.  Fourth, the gun laws I've seen passed only make criminals out of otherwise law-abiding people.

Even the most well-intended laws can have unintended consequences.  That appears to be the case in cities suffering violence and disorder.  I invite you to consider these consequences before voting on any new gun law.",1,3,4,High Utility,Republican,correct,1,36.666666666666664,63.5,37,3,1,2.75,Democrat,1,2,1,3,3,52,57,56,71,32,42,correct,1,601,9a3cc6ea,0.9144486692015192,1,3,3,1,3,3.5,36.666666666666664
"Stricter gun laws should reduce the number of illegal guns in our country. Fewer guns make them more difficult to access which should, in turn, increase their value. Second, stricter laws would reduce the number of homicides and suicides which would make your argument stronger that guns aren't the problem in our society.",3,1,2,Low Utility,Democrat,correct,3,39.333333333333336,75.5,87.5,3,3,3,Republican,0,1,4,1,1,65,50,80,71,75,100,correct,0,602,0320ceeb,-13.08555133079848,3,1,2,3,1,2,39.333333333333336
"We all want there to be less gun violence in our country. Guns in the hands of the wrong people have led to deaths, massacres, and destroyed communities and families. Something isn't right here and we need to figure out what it is. 

Gun laws haven't been as strict as they could be. We don't want to impose on the Americans right to bear arms, but Americans freedoms are being taken away from the right to live because of gun violence. We all deserve the right to live and not have our lives cut short by being shot to death. If we can enforce stricter gun laws, Americans that are properly screened and trained will be able to exercise their right to bear arms. Innocent Americans will have their right to live safely enforced by not allowing guns into the hands of a potentially dangerous person.",3,3,3,High Utility,Democrat,correct,2,44.333333333333336,65.5,56.5,2,1,2,Republican,0,1,5,3,2,71,61,60,71,41,72,correct,1,603,edffd86f,5.914448669201519,3,3,2,3,3,2.5,44.333333333333336
"I understand that you think stricter gun laws are not a good thing, I know you think that this is like a violation of your 2nd Amendment. Think about what if we now really try to make it easier for people to get guns, even the ex-cons and the mentally unstable people, when they have guns, what they gonna do? It is gonna be like you put the nuclear bomb switch in a baby's hand, they can easily destroy what we have now because they are not gonna be competent to control their behaviors. 
Yes, here in the US, people are able to get guns to protect themselves. The thing is ""to protect themselves"". I am sure you are qualified to purchase your guns, and you will be using them legally. However, you cannot control who else can get the guns. Thus, you cannot ensure you or other people will be in a safe environment. That's why I want to you to support more stricter gun laws, so people like you can still get guns to protect yourself, but it will also reduct the risks of incompetent people to get guns and cause harm.",3,1,2,High Utility,Democrat,correct,2,49.333333333333336,60.5,28,4,3,4,Republican,1,1,4,2,3,69,76,60,61,50,6,correct,1,604,baa95da6,14.91444866920152,3,1,2,3,1,2,49.333333333333336
"There is empirical support that shows that less guns leads to less gun violence and gun deaths. And if you think that we need guns for a revolution against the government or something, it is unlikely in today's day and age that that would actually help that much. The U.S. military has incredible power and weaponry and your little pistol won't help.",3,1,2,Low Utility,Democrat,correct,2,0.3333333333333333,0,0,1,1,1,Republican,1,1,7,2,3,0,0,0,0,0,0,correct,0,605,8c36ae0e,-7.085551330798481,3,1,2,3,1,2,0.3333333333333333
"When Democrats say we need stricter gun laws, there are looking at the wrong ""target,"" and therefore they are seeking to achieve the wrong goal.

I know it has been said many times before, but only law-abiding citizens will follow stricter gun laws.  Law abiding citizens who own guns are not not the cause of and do not make up those who are burning, looting and murdering in country today.  The cause of burning, looting and murdering are criminals.  Criminals, by definition, do not follow the law.

Since criminals do not follow the law, they will not follow stricter guns laws.  They will continue to get their guns illegally.  Democrats will keep letting them off for violating gun laws, and they will continue to burn, loot and murder.",3,1,2,Low Utility,Republican,correct,1,20,18,14.5,1,1,1,Democrat,1,1,2,2,2,14,45,13,23,5,24,correct,0,606,68b3106f,-20.08555133079848,3,1,2,3,1,2,20
"Stricter gun laws don't mean that they will take your guns away. It makes it harder for the wrong people to have guns in their hands and could potentially drop the crime rates and shootings in our cities. It is a minor inconvenience for those who are responsible to endure to protect ourselves and our communities.

You could argue that criminals would find other ways to get a gun in their hands and you'd be right. But those guns also have to come from somewhere in the first place. If we crack down on background checks and deny gun sales to those people who aren't responsible or trustworthy, it will still have an impact however small it may be.",3,2,2,High Utility,Democrat,correct,2,43.666666666666664,73.5,50,6,3,4.75,Republican,1,1,5,3,3,57,71,76,71,46,54,incorrect,1,607,880c3c61,-10.08555133079848,3,1,2,3,1.5,2,43.666666666666664
"While I understand the Republicans fear or the ""slippery slope"" that could arise with introducing stricter guns laws, hopefully there should be some ways to compromise.  Democratic extremists I don't feel have the right answer either, the idea of having an Utopian world where no guns are needed, and if you have problems you call the police and they arrive within 30 seconds isn't a reality.  Guns are a right for Americans and provide a way to protect yourself and your family when law enforcement isn't an option, but in some states people that shouldn't be provided this privilege can all too easily obtain a gun for means other than protection.  
Sadly guns are a a necessity, not only for hunting if you choose, but for protection, just ask any of my liberal friends who were scrambling to obtain a gun once COVID hit.  But if we could tighten up the means to get one and limit the type of weapons available (assault, etc) perhaps this could reduce the amount of causalities when a mass shooting event occurs.  Since we're not in the middle of a war zone, I don't feel that the weapons that a soldier would carry are necessarily needed on city streets.  And having guns safety/target practice requirements included before purchasing weapons could help to prevent in-home accidents which make up a good portion of gun deaths.  Just a couple of thoughts I had that could help keep society a little safer without Americans losing too many freedoms.

Thank you",3,4,3,High Utility,Democrat,correct,2,36.333333333333336,66.5,58.5,1,1,1,Republican,1,1,5,3,3,54,54,66,67,62,55,correct,1,609,afd829c0,-3.0855513307984808,3,4,3,3,4,3,36.333333333333336
"You should favor stricter gun laws because it will help keep you and your children safe. Your kids will be a lot safer when they go to school. They will not have to worry about some psycho with a gun shooting up the school. 

These stricter laws will be put in place to protect people and keep them safe. It will not take away your guns. The second amendment will still exist. It will only stop crazy violent people from getting their hands on a gun.",3,2,2,High Utility,Democrat,correct,2,25.333333333333332,55,65.5,3,1,3.25,Republican,0,1,5,1,2,35,40,55,55,50,81,correct,1,610,5c72a810,-19.08555133079848,3,2,1,3,2,1.5,25.333333333333332
"You might consider being in favor of stricter gun laws if you think that some people just don't need to have them. I'm not in favor of taking guns away or making the use of them less than, but I think it's important to make sure that guns don't just end up in just anyone's hands. There have been tragedies that likely could have been avoided if the shooter had not been allowed to even possess a firearm. Shooting a gun is a very serious thing and I wish the laws were stricter on who got that luxury.",2,2,2,Low Utility,Democrat,correct,2,34.333333333333336,63.5,67.5,5,2,4.75,Republican,1,1,5,1,2,50,51,71,56,63,72,correct,0,611,59f22b9f,-14.08555133079848,2,2,2,2,2,2,34.333333333333336
"The public is divided in overall views of gun policy in the United States. Yet large majorities of Americans continue to support a number of specific gun policy proposals, including restrictions on gun sales to the mentally ill and expanded gun background checks.",1,1,0,High Utility,Democrat,incorrect,2,39.333333333333336,72.5,67.5,5,2,4.75,Republican,0,2,7,2,3,59,57,72,73,70,65,correct,1,612,d354fcb4,7.914448669201519,1,1,0,1,1,0,39.333333333333336
"The reason that the second amendment was put in place was to protect all of us from our own government.  Allowing us to have guns allows us to protect ourselves should the government try to take away our rights.  That is why in the second amendment we can have any guy that the military has.  There are no restrictions.  Many people will use mass shootings or other countries as examples of how gun control works.  In their argument they miss critical facts and are therefore lying with statistics.  The truth is that in countries where gun ownership is less than ours or where they are not allowed to own guns there is no difference in violent crime.  In fact the violent crime numbers show that the removal of guns made no difference at all.

Criminals will not give up their guns and removing the guns from law abiding citizens leaves them defenseless.  In countries that got rid of guns crimes such as burglury and home invasion increased.  This is because the criminals did not give up their guns and knowing that people were defenseless they felt empowered to start a crime wave.

The truth is taking away guns doesn't fix anything because you aren't addressing the real problem.  You are blaming an object instead of a individual for his/her actions.  Why would you take away the rights of a law abiding citizen rather than fix the root case of the problem?

",3,2,4,Low Utility,Republican,correct,1,3,10,2,1,1,1,Democrat,1,1,2,4,3,4,4,10,10,2,2,correct,0,613,87d0abbb,7.914448669201519,3,2,4,3,2,4,3
"I want to make crystal clear that the right to bear arms is written into our laws and that the idea that Democrats or any specific person wants to take your guns away is sadly and completely mistaken. Anyone who tells you this is lying and trying to appeal to the paranoia in you. Don't let that fear cloud your vision. Nobody wants to take your guns. 
What stricter gun law advocates want is entirely reasonable. No civilian American needs to arm themselves with military weapons or needs the capacity to shoot repeated automatic rounds. This is not required for hunting. It is required for war and war only. If someone wants to flaunt an automatic weapon because it makes them feel like a big man, that's part of our problem.
There are laws on the books regulating gun ownership. We don't need to add new laws where there are existing ones. We need to enforce the ones we have. And we need to add laws for those little loop-hole areas like gun show sales and private owner sales where there are no laws.",3,2,2,Low Utility,Democrat,correct,2,41,39,50.5,3,2,3,Republican,1,1,5,3,2,61,60,40,38,51,50,correct,0,614,19fa0634,-3.0855513307984808,3,2,2,3,2,2,41
"Gun violence has become out of hand in recent years, there are too many gun related deaths that could have been avoided if there was no access to firearms in the first place  If we make gun laws stricter and ensure that only those who can responsibly own a gun and use one have one, and make having and using a gun illegally come with stricter punishments, then the streets will be safer for us all.  A gun related tragedy can happen to anyone at any time, even someone that you care about, so we need to start making sure that we get in control of this gun crisis.",3,2,2,Low Utility,Democrat,correct,2,3,41.5,15.5,2,1,2,Republican,0,1,6,3,3,5,3,34,49,21,10,correct,0,615,f85ae0b2,-6.085551330798481,3,1,2,3,1.5,2,3
"It is true that gun control is not the best in our communities right now. Stricter gun laws can allow us to be safer while still owning and using our firearms. It is our right to have firearms, but if the process to get a fire arm was a little more in depth to not allow previous criminals and people who are mentally unstable to get a gun I believe that it would make our communities more safe. The screening process is not thorough enough to allow someone the responsibility to own a gun. It is important to protect the public from people who are unstable to own a gun and to protect other gun owners.",3,1,3,High Utility,Democrat,correct,2,62.666666666666664,72.5,65,5,3,5.25,Republican,1,3,5,3,2,95,90,80,65,50,80,correct,1,616,533582e6,-8.08555133079848,3,1,2,3,1,2.5,62.666666666666664
"I can understand why those impacted by gun violence or by seeing gun violence through media reports would want to see stricter gun laws. However, as with any restriction put in place by the government, those who are most impacted are law-abiding citizens, not criminals. The gun violence we hear about in the news is often carried out by those who are already criminals in areas where there are already restrictive gun laws in place.

My great concern about increasing restrictions on gun ownership is that law-abiding citizens such as myself are the only ones who would follow them. As a long-time domestic violence victim, the thought that I may be restricted from obtaining or owning a firearm that is both a protection and a deterrent is scary to me. I want to follow the law but I also want to be safe. I know all too well that someone who has already committed criminal acts would likely not follow the law in the future and I could be put in a position of being safe or being in compliance with the law if further restrictions are put in place.

That simply isn't right. Instead, enforce the laws already in place, laws that are frequently not enforced at this time.",1,2,3,High Utility,Republican,correct,1,5.666666666666667,51,15,1,1,1,Democrat,0,1,3,2,3,5,11,57,45,13,17,correct,1,617,806a1362,32.91444866920152,1,2,3,1,2,3,5.666666666666667
"I know there are many Republicans who own guns and want to protect them. I understand those who use them as a hobby. My support to stricter gun laws is fully to protect those around me. Stricter gun laws may make it more difficult for you to access or buy guns, but wouldn't you want it to be more difficult for someone who planned to shoot up the school your children go to to buy guns? I know I would. I wouldn't like it if my hobbies were taken away from me, however, if my hobbies were causing innocent lives to die, then I would find a new hobby.
Also, many people say they want their guns to protect themselves. Well.. if there were fewer or no guns in the public, what would you need to protect yourself from? Perhaps a knife, or a terrorist bombing you would argue. I would argue, if there were a bombing, how would you know who the terrorist was? Would you just shoot at any suspecting subject? I imagine there wouldn't be a way of knowing until the bomb was planted or shot off.",3,3,4,High Utility,Democrat,correct,2,6.666666666666667,35,35,3,1,3.5,Republican,1,1,6,2,2,10,9,30,40,29,41,correct,1,618,b94c024b,2.9144486692015192,3,4,4,3,3.5,4,6.666666666666667
"Stricter gun laws are necessary for the safety of the public. Making gun laws more strict would make it more difficult for people to obtain these weapons, and it would result in fewer people having access to them as a result. While there will always be people who obtain them one way or another, having more restrictions will surely lower the number of people who have guns.

Even if some people still have guns, having fewer guns would make society safer due to the numbers alone. Fewer guns means less opportunities for things to become violent due to said guns. This is especially true for cases where the person with the gun has a history of mental illness. 

If a person has had a history with mental illness related to violence, then this person would be less likely - and probably unable - to easily obtain a gun. The verdict is, more strict gun regulations means fewer guns, and fewer guns means fewer opportunities for gun violence.",3,2,3,Low Utility,Democrat,correct,2,0.3333333333333333,27.5,5,2,1,2,Republican,0,1,5,2,2,0,0,5,50,10,0,correct,0,619,ac2c9bba,-2.0855513307984808,3,1,3,3,1.5,3,0.3333333333333333
"Guns don't kill people, people kill people. It's the famous rallying cry of the pro-gun movement. However when you look at the statistics of gun violence in this country it becomes very apparent that we have a problem with people killing people using specifically guns. 

When the forefathers included the 2nd amendment in the Bill of Rights, they couldn't have imagined the kind of guns we have now. A gun that could fire twice in a minute was a pipe dream, let alone one that could hit a target accurately. 

We need to make sure that guns are kept out of the hands of people who mean harm. That means we all need to sacrifice and recognize that by regulating gun sales more we can make a safer society for everyone. One where a bulletproof backpack for your 1st grader doesn't seem like a rational purchase.",3,2,2,Low Utility,Democrat,correct,2,49.333333333333336,89.5,85,2,1,2,Republican,0,1,6,3,3,76,71,89,90,86,84,correct,0,620,608cdef1,-19.08555133079848,3,2,3,3,2,2.5,49.333333333333336
"I would first like to say to my dear Republicans all over the United States: No one is trying to take your guns from you. Those of you who follow the laws about gun safety have nothing to fear from stronger gun laws. The second amendment gives you the right to bear arms that is not what is in dispute among those who seek to strengthen gun laws.

The right to own certain types of a weapons and ammunition legally is what is in dispute here. We all know, gun owners and none gun owners a like that certain types of weapons have one purpose only to kill a lot of people in a short period of time.

The Four Fathers of this Nation could not have foreseen AK 47's and mega magazines when they created The Second Amendment. Common sense gun laws are all we are talking about here. Keep your hunting refile and your (registered) handgun. If you own a gun collection have it fully registered with the appropriate authorities in accordance with the laws in your state.

In conclusion please consider for what reason does owning a weapon that can cause mass casualties serve when one is not at war. Way to many lives (children's lives) have been lost to senseless gun violence in the United States Of America. Common sense gun laws...not trying to take your Right To Bear Arms away...just trying to refine what the forebears couldn't have known was possible.",3,5,3,High Utility,Democrat,correct,2,56,75.5,94.5,6,3,5.5,Republican,1,2,5,3,1,80,85,71,80,92,97,correct,1,621,d04505ba,3.9144486692015192,3,4,3,3,4.5,3,56
Gun laws need to be stricter to make purchasing guns harder. It seems to me anyone can go to a gun show and buy a gun. Handguns are sold to people with no gun experience and claim they are buying it to defend themselves but in reality they want to hurt someone. Look at all the deaths that could have been prevented if gun laws were tougher.,3,1,2,Low Utility,Democrat,correct,2,10.333333333333334,40.5,0,3,1,2.75,Republican,0,1,5,2,2,15,15,44,37,0,0,correct,0,622,a75430c6,-19.08555133079848,3,1,2,3,1,2,10.333333333333334
"One of the larger talking points regarding the importance of stricter gun laws is this; more gun owners leads to more guns in the homes of our citizens. That being said, without the proper access to mental health care and social services, this will result in guns being more accessible to those that should not have them in their possession. These individuals will be the ones that shoot their partner/spouse, their parent that angered them moments ago, their neighbor that tool their parking spot one too many times. This access to guns is not something our country needs. 

We also need to keep our children and those around us safe. Too often are guns stolen from rightful gun owners and used by criminals or children who have not learned to properly handle a firearm. Without stricter gun control laws on not only the type of weapons but the magazines they carry, a criminal can turn murder into a mass murder in a matter of seconds. These assault weapons are not necessary for the average U.S. citizen.",3,2,2,Low Utility,Democrat,correct,2,49.333333333333336,76.5,71,3,2,3.25,Republican,1,1,4,3,2,71,75,73,80,71,71,correct,0,623,d99516f9,8.91444866920152,3,2,2,3,2,2,49.333333333333336
"Thousands of people are killed each day by firearms.  Many of them are innocent victims.  Some are victims of random accidents.  How would you feel if your child or any other close family member or friend had their life ended by careless accident, a robbery gone wrong, or just being at the wrong placed at the wrong time.  Fewer guns means fewer gun accidents.",3,2,1,High Utility,Democrat,correct,2,14,50,0,2,1,2,Republican,0,1,6,3,2,20,21,60,40,0,0,correct,1,624,b578f3c7,-14.08555133079848,3,1,1,3,1.5,1,14
"Guns are a part of America, and that should not change. The laws that surround the gun though, have to adapt to the times we live in. Having more strict laws to get guns, would keep them in the hands of people who should have them. It is American to be able to own a gun, so making strict laws to get them would keep people more safe overall. Only good and resposible citizens would be able to own a gun.
 Some states in the US has loose laws, some have strict laws etc. This needs to be uniform and a standard gun law around the United States would be more of a benifit. This could include a national database for registerd gun owners, and other things to be able to keep criminals from having guns.",3,3,3,High Utility,Democrat,correct,3,39,56,45,5,4,4,Republican,0,1,4,4,2,64,49,58,54,47,43,correct,1,625,f7f240c2,-10.08555133079848,3,3,3,3,3,3,39
"I think that keeping gun laws like they are is a given right by the United States of America. I think that having more strict gun laws will interfere  with my rights. I think that I give just enough information away when applying to buy a gun, I don't think its anyone else business to know more information about myself under privacy laws. I also want to stress the fact that guns don't kill people, people are killing people.  Having a stricter gun law won't stop the killings. If someone really wants to commit a terrible crime they will find a way yo do if they have a gun or not. Having stricter gun policies are only harming our second amendment right, I hope you see my stance on this topic, it is hard enough to legally purchase a firearm in America today.",3,3,3,High Utility,Republican,correct,1,20,14,22,1,4,1,Democrat,0,1,3,3,2,54,2,6,22,12,32,correct,1,626,dadc4026,8.91444866920152,3,3,3,3,3,3,20
"very dangerous one because one person easylly kill another person some time all people are handle wepon and gun not for seafty this. maximum of persons handle gun, youngstars to all old age peoples are use wepon. some time all people use gun",3,1,1,Low Utility,Republican,incorrect,1,32,100,80,1,1,1,Democrat,0,3,1,3,3,30,65,100,100,80,80,correct,0,627,02bd00e7,-11.08555133079848,3,1,0,3,1,0.5,32
"Loosening laws on gun control is only going to create more chaos in this world.  Giving any person a gun without doing a background check on them is a recipe for disaster.  There are already enough shootings in this country today because unstable people have gotten a hold of a firearm from a friend or family member, or even obtained it themselves.
Giving more people guns is just going to make people believe they have the right to shoot anyone for even the tiniest infraction.  The thought of everyone being able to carry a gun is a scary thing and will cause more destruction, not less. It will also cause more accidents because just because anyone could own a gun does not mean they will be a responsible gun owner.  There will be many accidents and deaths that could have been easily prevented.",3,1,2,Low Utility,Democrat,correct,3,0.3333333333333333,0,0,1,1,1,Republican,0,1,5,1,1,0,0,0,0,0,0,correct,0,628,3f1d2c53,-6.085551330798481,3,1,2,3,1,2,0.3333333333333333
"I would like us to think about the chaos that is happening today on our city streets.  The powers-that-be in these cities, are not doing anything to help stop the violence.  What if you were driving by yourself or perhaps with your family.  You are driving along and see that the street is being overtaken by an angry mob.  You can’t turn around, you can’t go forward because they are blocking your way.  They jump onto your car, screaming and shouting.  They try to smash your windows, to get to you.  What do you do?
The mob is angry and out for blood.  You did nothing to incite this.  The crowd is beyond being reasoned with.  Where is your protection?  If you were allowed to carry a gun and have it on you, and perhaps flashed that gun at the mob, perhaps you would stand a chance of them backing away from your car, so you can get away to safety?  What if one of the angry mob protestors pointed a gun at you or tried to rip you out of the car.  If your husband or wife had a gun, they might be able to protect you, from being beaten to death.  We all should have a right to protect ourselves with a weapon, especially with the violence going on in our country.  I would hope that most would agree that we should all the right to arm ourselves and have the right to carry, which is only allowed in certain states now.",3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2.5833333333333335,2.3666666666666667,2.864406779661017,NaN
"I totally understand why you feel we should have the right to depend ourselves. I believe in that right as well. I know people kill not guns. Unfortunately guns put into the wrong hands puts the public at risk. Mass shootings have become all to common a thing any more. It is not just the work place and schools but anywhere people may gather are at risk. Gun violence has gone on for decades . I know you want to protect your families and yourself as we all do.
     Please consider just making  it stricter for certain people to get hands in their possessions. It is hard to stop the sale of illegal weapons completely but at least we can make it harder for those with violent criminal past or a history of mental illness to have easy access by walking in anywhere and just purchasing a gun.. If we work together perhaps we can come up with better solutions that fit the needs of every citizen. The goal is not to make it harder for law bidding citizens to be able to protect themselves.  We just want to make safe for everyone as best as we can.",3,4,3,High Utility,Democrat,correct,2,28.666666666666668,53,53.5,2,1,1.5,Republican,0,1,5,3,1,39,46,52,54,45,62,correct,1,630,98c3b09f,2.9144486692015192,3,3,3,3,3.5,3,28.666666666666668
"Stricter gun laws serve to protect our country from bad actors who would seek to harm our country. While it is crucial that we protect our second amendment, we must also understand how relaxed gun laws do not help those who are suitable to procure a firearm but rather make it easier for those who should not wield a deadly weapon to get such weapons. Stricter gun laws do not make it impossible for upstanding Americans to procure and carry a firearm but rather seeks to weed out those who mean to do harm. It is by enacting stricter policies around gun laws that we can keep deadly weapons out of the hands of bad actors while ensuring American's keep their second amendment right.

It is true that stricter gun laws would mean a longer waiting period and perhaps some more background information being required in order to purchase such things, however it needs to be noted that these types of restrictions would not disallow upstanding citizens from getting their hands on firearms. It seems fair that to procure a weapon that comes with such dire consequence, due process must be considered and followed through. In the end, if you are capable of owning a firearm, after due process you should be able to procure and carry one with the appropriate documentation. These gun laws seek to ensure the safety of all while protecting the second amendment rights of all Americans.",3,1,3,Low Utility,Democrat,correct,2,44.666666666666664,58.5,47,4,2,4.75,Republican,0,1,5,2,2,64,68,51,66,52,42,correct,0,631,ea70339e,6.914448669201519,3,2,3,3,1.5,3,44.666666666666664
"There should be stricter law guns in the US to keep our country safe. We cannot have people running around our communities with AK-47's on their hands. It is dangerous and there shouldn't be a reason why someone would even need an AK-47. I believe in the right to bear arms but not to the extent that we are constantly having to mourn the deaths of friends and family because someone decided to bring death to a bar, a school, or a movie theatre. 

We need to have more extensive background checks. People with mental illnesses, violence pasts, etc. should not be able to walk into a store and purchase a gun. I want everyone to feel safe when they go out and not have to worry about the closest emergency exit. We should be able to feel safe.",3,1,2,High Utility,Democrat,correct,2,13.666666666666666,48,30,1,1,1.5,Republican,0,1,3,3,2,20,20,51,45,30,30,correct,1,632,2e103a8d,35.91444866920152,3,2,2,3,1.5,2,13.666666666666666
"There are many reasons as to why you should be in favor of stricter gun laws. Charlotte Bacon. Daniel Barden. Olivia Engel. Those are just 3 of the students who were killed in the Sandy Hook shooting. These 3 children should be reason enough to want to create stricter rules & regulations around guns.

Since 2011, mass shootings have tripled in occurrence in the United States. Shouldn't that be reason enough to want stricter gun laws? Our children, US, our lives are at stake here when people who should not have guns, GET guns.

Kyle Rittenhouse, a 17 year old, who showed up to a protest with a gun was allowed leave to walk around with it & ended up shooting 3 people & killing 2 of them. Is that not enough?",3,1,2,High Utility,Democrat,correct,2,20.333333333333332,50,0,3,1,3,Republican,0,1,5,3,2,30,30,50,50,0,0,correct,1,633,b74f33ab,0.9144486692015192,3,1,2,3,1,2,20.333333333333332
"Wouldn't you like to live in a world less violent? Do you know the odds of being shot with a gun that is in your house is higher for ylu than not owning a gun? Do you sant people who are mentally ill to have access to a firearm?
The number of shootings in tnis country is worse fhan anywhere else on the planet. Why not make it harder for those that should not have a gjn, get a gun?",3,1,2,Low Utility,Democrat,correct,2,2,4,1,1,1,1.5,Republican,0,1,6,4,1,3,2,5,3,1,1,correct,0,634,3aa62a95,11.91444866920152,3,1,2,3,1,2,2
"I understand that many people want stricter gun laws. There have been school shootings and mass shootings that have killed many young people and this is tragic and terrible. I am sorry for families that have lost loved ones. But simply changing gun laws will not stop the violence. I know some people think they will, but that is just an over simplified solution. If someone really wants to commit an act of violence, they will find a way. Either by stealing a gun, using a knife, or even making a bomb. People kill people, not just guns kill people. Respectful law-abiding citizens have a right to purchase firearms for hunting or their own personal protection. You don't see a lot of these stories in the news, but citizens using guns against criminals to protect themselves or their property does work. And it is an American right.",2,3,3,High Utility,Republican,correct,1,27,74.5,66.5,2,1,2,Democrat,0,1,3,3,2,40,40,71,78,61,72,correct,1,635,eab88887,-16.08555133079848,2,3,2,2,3,2.5,27
